BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
103410,1303445000,harbor point apts co lessee,one harbor point blvd.,boston,02125,400  260 mt vernon st,boston,02125,1438040,8960,Multifamily Housing,,60.8,91,87486281.9,66136196.8,21350085,,,,,,,,,,,,56.67,pending revisions,5 - verifier accepted,No,No,No,No,No,No,6345395,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
103997,1101777000,kic roxbury llc,45 townsend st,boston,02119,45 townsend st,boston,02119,150000,,Other/Specialty Hospital,Other/Specialty Hospital,4.8,,714620.4,0,714620.5,,,,,,,,,,,,0,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
106196,2205550001,towne estates condo assn,99-219 lake shore road,boston,02135,99  219 lake shore rd,boston,02135,332489,,Multifamily Housing,,97.6,48,32466826.8,26500603.7,5966223.2,,,,,,,,,,,,43.04,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
104943,0602816010,opg mp parcel owner (de) llc,643-653 summer street,boston,02210,643  653 summer st,boston,02127,767210,,Office,,12.9,,9890745,8107046.8,,,,,,,,,,,,,0.86,pending revisions,5 - verifier accepted,No,No,No,No,No,No,15224592,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101549,1902190000,cabot estate condo tr,175-309 perkins street,boston,02130,175  309 perkins st,boston,02130,315739,,Multifamily Housing,,32.5,62,10248313.7,,10248313.9,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
101438,2101925000,brighton place condo tr,1625 commonwealth ave,boston,02135,1625  1645 commonwealth av,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,15899808,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
104042,0503585000,lafayette condominium tr,333 commonwealth ave.,boston,02115,333 commonwealth av,boston,02115,42864,8050,Multifamily Housing,,27.4,97,1175051.9,,1175051.9,,,,,,,,,,,,13.31,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
105571,2102137010,russell wm w,51-55 strathmore road,boston,02135,51  55 strathmore rd,boston,02135,20248,,Multifamily Housing,,23.7,,479348.3,376296.8,103051.5,,,,,,,,,,,,18.69,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105575,2101436000,russell wm w trsts,1368 commonwealth avenue,boston,02134,1368 commonwealth av,boston,02134,93568,,Multifamily Housing,,4.8,100,448932.3,448932.3,,,,,,,,,,,,,34.44,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
100454,0501235000,associates of boylston 425 llc,425 boylston st,boston,02116-3315,423 boylston st,boston,02116,31573,,Office,,106.2,,3352806.1,1689411.7,1663394.4,,,,,,,,,,,,8.74,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
106338,0600685010,tudor place condo trust,118-130 tudor street,boston,02127,118  130 tudor st,boston,02127,55000,,Multifamily Housing,,1.7,100,92349.2,,92349.2,,,,,,,,,,,,41.86,pending revisions,5 - verifier accepted,No,No,No,No,No,No,21897161,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101202,0303262000,boston port * seamens,11 north sq,boston,02113-2405,13  9 north sq,boston,02113,24000,,Hotel,,63.1,95,1515504,1026782,488721.9,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
102411,1303400000,commonwealth of mass,240 william t morrissey blvd,boston,02125,200 wm t morrissey bl,boston,02125,2948448,,Residence Hall/Dormitory,,38.2,,112545698.7,110524600.5,2021098.2,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I`m not sure,No,No,No,No,No,,,
102305,0105401010,clippership condominium llc,1 lisbon street,boston,02128,133 sumner st,boston,02128,18930,,Multifamily Housing,,7.1,100,133624.2,,133624.2,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
101296,0201834050,boston water & sewer,180-220 alford st.,boston,02129,alford st,boston,02129,71820,,Office,,16,98,1149809.2,306996.8,842812.5,,,,,,,,,,,,12.76,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
106594,2101687000,vinal associates llc mass llc,4 vinal street,boston,02135,8  4 vinal st,boston,02134,24000,,Multifamily Housing,,118,35,2832115.9,,259243.8,,,,,,,,,,,,40.91,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
102781,2102039000,egremont associates llc mass llc,9 egremont road,boston,02135,9  15 egremont rd,boston,02135,20800,,Multifamily Housing,,103.2,49,2147546.5,,238454.4,,,,,,,,,,,,39.48,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
101739,2102493000,chestnut hill arms condo tr,247-249 chestnut hill ave,boston,02135,247  249 chestnut hill av,boston,02135,38121,,Multifamily Housing,,81.5,95,3107672.6,1590469.2,72398.7,,,,,,,,,,,,53.71,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103789,0202161000,hood park llc mass llc,100 hood park,boston,02129,480  570 rutherford av,boston,02129,102690,0,Parking,,48.2,,4947365.7,2581199.7,2366166,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,24127047,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
103793,0202161000,hood park llc mass llc,510 rutherford ave,boston,02129,480  570 rutherford av,boston,02129,34812,,Office,,81.2,,2825232.2,387900,2437332.2,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,24127047,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
103788,0202161000,hood park llc mass llc,570 rutherford,boston,02129,480  570 rutherford av,boston,02129,56436,,Office,,61.5,80,3473171.6,984700,2488471.6,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,24127047,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
105127,1302364019,pob cc 35-55 morrissey llc,35-45 morrissey blvd,boston,02125,35  45 wm t morrissey bl,boston,02124,61800,,Supermarket/Grocery Store,,225,51,13903569.7,4715899.8,9187669.8,,,,,,,,,,,,23.26,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105367,1703589000,roman cath arch boston,2223 dorchester avenue,boston,02124,2214  2224 dorchester av,boston,02124,81888,,K-12 School,,13,,1060614.4,595900,464714.4,,,,,,,,,,,,6.03,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103310,0800783000,gh roxbury realty llc a mass llc,64 george st,boston,02119,howard st,boston,02119,34616,,Non-Refrigerated Warehouse,,23.9,99,828500.5,763025.8,65474.7,,,,,,,,,,,,0.51,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105582,0900500000,rutland housing associates,105-117 w. concord st.,boston,02118,105  117 w concord st,boston,02118,23400,,Multifamily Housing,,80,,1872991.3,1354508.2,518483.1,,,,,,,,,,,,83.62,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
106105,0203506010,the parris landing cond trst,42 8th street,boston,02129,42 eighth st,boston,02129,600580,,Multifamily Housing,,19.9,100,11930416.3,11930416.3,,,,,,,,,,,,,22.14,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105401,0603645000,roman cath arch of bostn,866 east broadway,boston,02127,e broadway,boston,02127,54668,,K-12 School,,6.6,100,359073.2,357200,1873.2,,,,,,,,,,,,9,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
105402,0604254000,roman cath arch of bostn,845 e broadway,boston,02127,96 n st,boston,02127,20480,,Worship Facility,,24.1,86,493406.4,483300,10106.3,,,,,,,,,,,,0.51,pending revisions,5 - verifier accepted,No,No,No,No,No,No,25124602,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
105403,0604254000,roman cath arch of bostn,96 n street,boston,02127,96 n st,boston,02127,14480,,Pre-school/Daycare,,0.3,,5011.3,3800,1211.3,,,,,,,,,,,,0.63,pending revisions,5 - verifier accepted,No,No,No,No,No,No,25124602,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
104493,1303404000,morrissey property owner llc,2 - 50 wm t morrissey bl,boston,02125,40 wm t morrissey bl,boston,02125,370000,0,Financial Office,,98,,36269141.1,9537173.3,26731969.1,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
104824,1405198600,olmsted green condominium trust,1 hummingbird ln,boston,02126,morton st,boston,02126,23354,,Multifamily Housing,,5.4,,127057.2,113300,13757.2,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
100206,0202158010,610 rutherford avenue llc,610 rutherford ave,boston,02129,610 rutherford av,boston,02129,21632,,Multifamily Housing,,33.1,91,716568.2,124900,591668.1,,,,,,,,,,,,17.64,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
101537,0201189000,bunker hill school condo tr,68 baldwin st,boston,02129,68 baldwin st,boston,02129,35306,,Multifamily Housing,,21.2,,750015.7,123900,626115.6,,,,,,,,,,,,23.82,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
102633,0901335050,davenport commons condo tr,951 961 tremont st,boston,02120,951  961 tremont st,boston,02120,37156,,Multifamily Housing,,17.7,100,656149.5,580700,75449.6,,,,,,,,,,,,69.57,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
102634,0901420010,davenport commons condo tr,985 999 tremont st,boston,02118,985  999 tremont st,boston,02120,20681,,Multifamily Housing,,17.2,,355050.3,340000,15050.3,,,,,,,,,,,,31.78,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
101745,2204946000,chestnut hill pk condo,99 chestnut hill ave,boston,02135,99  111 chestnut hill av,boston,02135,86251,,Multifamily Housing,,24.7,100,2126503.1,1288400,838103.2,,,,,,,,,,,,24.56,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
102738,0603773000,east second street condo trust,858-862 east second street,boston,02127,858  860 e second st,boston,02127,18696,,Multifamily Housing,,44.3,,828234.7,534383,293851.7,,,,,,,,,,,,12.59,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
106593,2101684000,vinal apartments llc,10-16 vinal street,boston,02135,16  10 vinal st,boston,02134,24960,,Multifamily Housing,,60.1,93,1499108.4,,208739.3,,,,,,,,,,,,26.88,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
100575,0305346000,beach street condominium tr,123 beach st,boston,02111,121  123 beach st,boston,02111,48000,,Multifamily Housing,,19.4,99,933226.4,,933226.4,,,,,,,,,,,,13.06,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105400,0603644000,roman cath arch of bostn,o street,boston,02127,o st,boston,02127,22835,,Other - Education,,6.1,,139808.3,139033.8,774.5,,,,,,,,,,,,8.8,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
100819,0402595000,boston housing authority,755 Tremont Street,boston,02118,755 tremont st,boston,02118,55472,,Multifamily Housing,,79.5,,4411902.3,1157400,3254502.4,,,,,,,,,,,,25.19,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
103908,1000016000,jag  ig  longwood property  llc,75 saint alphonsus street,boston,02120,75 st alphonsus st,boston,02120,304011,,Multifamily Housing,,49.7,97,15118238.9,11278473.1,3839765.9,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I`m not sure,No,No,No,No,No,,,
104067,0401717000,ldj development llc,80 fenway,boston,02115,80 fenway st,boston,02115,23160,,Multifamily Housing,,,,,,,,,,,,,,,,,,37.36,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
107150,2100008000,ldj development llc mass llc,211 park drive,boston,02215,211 park dr,boston,02215,16025,,Multifamily Housing,,21.5,,344864.1,,91320.3,,,,,,,,,,,,62.42,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105000,2100129000,park 461 condo trust,461 park drive,boston,02215,461 park dr,boston,02215,11500,,Multifamily Housing,,36.3,,417008.3,,69695.8,,,,,,,,,,,,39.69,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
102782,0303089000,eight 12 battery st condo tr,8-12 battery street,boston,02109,12  8 battery st,boston,02109,10401,,Multifamily Housing,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,26701722,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102782,,eight 12 battery st condo tr,8-12 Battery Street,boston,02109,,,,10401,,Multifamily Housing,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,,,,,,,26701722,This is a campus comprised of multiple buildings. Compliance is recorded at the building level. See the BERDO ID column to view the BERDO IDs associated with this campus,
105174,2202671010,presentation realty corp,35 electric ave,boston,02135,17  35 electric av,boston,02135,16000,,Office,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,26709468,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101324,0504185000,boylston street llc mass llc,1197 boylston street,boston,02215,1197 boylston st,boston,02215,29682,,Multifamily Housing,,8.3,100,246172.4,,246172.4,,,,,,,,,,,,21.91,pending revisions,5 - verifier accepted,No,No,No,No,No,No,27199018,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101305,2102629000,bostonian realty llc mass llc,1713-1715 commonwealth avenue,boston,02135,1713  1715 commonwealth av,boston,02135,29280,,Multifamily Housing,,61.4,86,1796434.7,1493200,303234.7,,,,,,,,,,,,39.18,pending revisions,5 - verifier accepted,,,,,,,,,
101325,0504186000,boylston street llc mass llc,1203 boylston street,boston,02215,1203 boylston st,boston,02215,29682,,Multifamily Housing,,185.8,4,5515551.3,1075800,334099.7,,,,,,,,,,,,95.82,pending revisions,5 - verifier accepted,No,No,No,No,No,No,27199018,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
103603,0300475000,hawthorne place condominium trust,2 hawthorne place,boston,02114,75  95 wm card oconnell wy,boston,02114,286352,,Multifamily Housing,,6.2,100,1765996.6,,1765996.6,,,,,,,,,,,,9.44,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,26769741,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
103605,0300475000,hawthorne place condominium trust,75 blossom ct,boston,02114,75  95 wm card oconnell wy,boston,02114,229997,172626,Parking,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,26769741,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
106526,0400600020,urban investment dev co le,128 dartmouth st,boston,02116,128 dartmouth st,boston,02116,241550,241550,Parking,,6.8,,1630720.3,,1630720.4,,,,,,,,,,,,,pending revisions,5 - verifier accepted,,,,I`m not sure,No,No,,,
102608,1903888000,dale village condo tr,11 marion st,boston,02131,9  15 marion st,boston,02131,9072,,Multifamily Housing,,,,,,121781.1,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,27292465,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102609,1903888000,dale village condo tr,13 marion st,boston,02131,9  15 marion st,boston,02131,9064,,Multifamily Housing,,,,,,113762.9,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,27292465,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
